id,nome,categoria,tipo,distrito,endereco,status_site,url_site,nota_google,reviews_google,volume_reviews,produto_onira,grau_fit,racional_fit,pitch_comercial,whatsapp,google_maps_url,instagram_handle,instagram_cadencia,guia_url
59,Cabanha dos Bugres,Turismo Rural & Direto Produtor,Rural / Interior,Forqueta,"Estrada da Uva, Forqueta, Caxias do Sul  - RS",🔴 Sem Site (100% Guia),,4.8,475,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5551998176100,"https://www.google.com.br/maps/dir//-29.2363023,-51.2408411/@-29.2360441,-51.2409684,138m/data=!3m1!1e3!4m2!4m1!3e0",@cabanhadosbugres,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/cabanha-dos-bugres-3044
60,Caminho s do Morango,Turismo Rural & Direto Produtor,Rural / Interior,Vila Seca,"Estrada Municipal Caminho dos Morangos, Vila Seca, Caxias do Sul",🔴 Sem Site (100% Guia),,4.5,356,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999670803,https://www.google.com/maps/place/CAMINHO,@caminhosdomorango,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/caminho-s-do-morango-2780
61,Cantina Bertotti,Turismo Rural & Direto Produtor,Rural / Interior,Forqueta,"Na região de Forqueta que a Família Bertotti, feirante número um da feira do agr",🔴 Sem Site (100% Guia),,4.5,383,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554991808586,https://www.google.com/maps/search/?api=1&query=Cantina+Bertotti+Caxias+do+Sul,@cantinabertotti,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/cantina-bertotti-3105
62,Casa Histórica Bertussi,Turismo Rural & Direto Produtor,Rural / Interior,Criúva," Estrada Professor Natalino Boschetti, São Jorge da Mulada, Distrito de Criúva",🔴 Sem Site (100% Guia),,4.6,67,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996766791,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-28.865265,-50.9114557,375m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ef1e6fd20e743:0x6708d695d8f608fe!2m2!1d-50.9108458!2d-28.8654459",@casahistricabertussi,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/casa-historica-bertussi-2845
63,Centro de Treinamento Junior Daboit,Turismo Rural & Direto Produtor,Rural / Interior,Fazenda Souza," Localidade Carapiaí, Distrito de Fazenda Souza",🔴 Sem Site (100% Guia),,4.6,340,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554981008888,"https://www.google.com/maps/dir//-29.16122,-51.011297/@-29.1612177,-51.0123913,455m/data=!3m1!1e3?hl=pt-BR",@centrodetreinamentoj,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/centro-de-treinamento-junior-daboit-2902
64,CitriSerra - Garimpo Silvestro,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.9,305,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999171453,https://www.google.com/maps/search/?api=1&query=CitriSerra+-+Garimpo+Silvestro+Caxias+do+Sul,@citriserragarimposil,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/citriserra-garimpo-silvestro-2756
65,Côlonia Pouso Alto,Turismo Rural & Direto Produtor,Rural / Interior,Fazenda Souza," Rua Demétrio Giacomet, 2588, Zona Giacomet, Distrito de Fazenda Souza. Ao deixa",🔴 Sem Site (100% Guia),,4.5,318,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554991453623,"https://www.google.com/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-29.1052372,-51.012878,680m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ec080f897707f:0xc66e5f9f6f497773!2m2!1d-51.0097225!2d-29.1047282!3e0?hl=pt-BR",@cloniapousoalto,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/colonia-pouso-alto-2761
66,Confraria dos Orgânicos,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,"Augusto Christ Teixeira garante: na propriedade em que ele planta, nunca entrou ",🟢 Site Ativo (200),https://confrariadosorganicos.com.br/produtos/,4.8,40,💤 Baixo (<50),Onira Pro (Catálogo B2B / Atacado),🟡 Fit Alto,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,https://www.google.com/maps/search/?api=1&query=Confraria+dos+Orgânicos+Caxias+do+Sul,@confrariadosorgnicos,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/confraria-dos-organicos-2832
67,CV Embutidos da Serra,Turismo Rural & Direto Produtor,Rural / Interior,Santa Lúcia do Piaí,"Egídio José costa, 50 - Santa Lúcia do Piaí,",🔴 Sem Site (100% Guia),,4.7,93,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999585851,https://www.google.com/maps/search/?api=1&query=CV+Embutidos+da+Serra+Caxias+do+Sul,@cvembutidosdaserra,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/cv-embutidos-da-serra-3423
68,Direch Funghi,Turismo Rural & Direto Produtor,Rural / Interior,Vila Seca,DIRECH FUNGHI - Cultivo de funghi no Distrito de Vila Seca. Adquira produtos fre,🔴 Sem Site (100% Guia),,4.7,309,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-29.0710153,-50.985899,533m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ec03eb5e50223:0x3ed5aeecbdbd434a!2m2!1d-50.9865412!2d-29.0713372!3e0",@direchfunghi,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/direch-funghi-2836
69,Divina Lavanda,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,Não informado,⚠️ Site Fora do Ar (404/SSL),https://divinalavanda.com/nossos-produtos/,4.8,428,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,c/555499330339,https://www.google.com/maps/search/?api=1&query=Divina+Lavanda+Caxias+do+Sul,@divinalavanda,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/divina-lavanda-3251
70,Divina Suculenta,Turismo Rural & Direto Produtor,Rural / Interior,Fazenda Souza," Estrada São Roque, 2021, Fazenda Souza, ",🔴 Sem Site (100% Guia),,4.7,92,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554981101010,"https://www.google.com.br/maps/dir//-29.148136,-50.972746/@-29.148136,-50.9733897,271m/data=!3m1!1e3!4m2!4m1!3e0?entry=ttu&g_ep=EgoyMDI0MTAwOS4wIKXMDSoASAFQAw%3D%3D",@divinasuculenta,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/divina-suculenta-3233
71,EGM Uvas Protegidas,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,"Estrada do Imigrante, São Pedro da  3ª Légua",🔴 Sem Site (100% Guia),,4.5,115,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554991626597,"https://www.google.com/maps/dir//-29.2643465,-51.1948464/@-29.2645334,-51.1950832,161m/data=!3m1!1e3!4m2!4m1!3e0?hl=pt-BR&entry=ttu&g_ep=EgoyMDI1MDMxOS4xIKXMDSoASAFQAw%3D%3D",@egmuvasprotegidas,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/egm-uvas-protegidas-3365
72,Equitação para crianças e adultos,Turismo Rural & Direto Produtor,Rural / Interior,Vila Seca,"Estrada Fazenda Santa Clara, 1455 - Vila Seca",🔴 Sem Site (100% Guia),,4.6,404,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996221699,"https://www.google.com.br/maps/dir//-29.0306496,-50.8986511/@-29.0314191,-50.9004074,1021m/data=!3m1!1e3!4m2!4m1!3e0",@equitaoparacrianasea,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/equitacao-para-criancas-e-adultos-2979
73,Famiglia Daneluz,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,"Endereço: Estrada Municipal, Acesso p/ Água Azul, 1550, Santa Lúcia dp Piaí",🔴 Sem Site (100% Guia),,4.8,169,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+555436984265,"https://www.google.com.br/maps/dir//Reinste+Bier+Cervejas+Artesanais+-+Estrada+Municipal,+Acesso+p%2F+%C3%81gua+Azul,+1550,+Caxias+do+Sul+-+RS,+95130-000/@-29.2130117,-51.0179268,17z/data=!4m9!4m8!1m0!1m5!1m1!1s0x951eb98d54efc697:0xaf6e4945b67bd913!2m2!1d-51.0157381!2d-29.2130117!3e0",@famigliadaneluz,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/famiglia-daneluz-2740
74,Famíglia Mazzochi Frutas,Turismo Rural & Direto Produtor,Rural / Interior,comunidade de São Roque,"Estrada Municipal Fermino Bosardi, comunidade de São Roque, Distrito de Fazenda ",🔴 Sem Site (100% Guia),,4.9,425,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554981329383,"https://www.google.com.br/maps/dir//-29.129441,-50.9981486/@-29.1295383,-50.9992155,232m/data=!3m1!1e3!4m2!4m1!3e0",@famgliamazzochifruta,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/famiglia-mazzochi-frutas-2771
75,Família Dallegrave - Turismo Rural,Turismo Rural & Direto Produtor,Rural / Interior,Vila Cristina,"Endereço: Cerro da Glória, Distrito de Vila Cristina, Caxias do Sul.",🔴 Sem Site (100% Guia),,4.5,89,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554981332163,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-29.3279388,-51.2196569,531m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951eafaa11ece325:0x5e6c36ee3d7bfd33!2m2!1d-51.2205768!2d-29.3282485",@famliadallegraveturi,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/familia-dallegrave-turismo-rural-2890
76,Família Manfro,Turismo Rural & Direto Produtor,Rural / Interior,Galópolis,"4ª Légua, Galópolis",🔴 Sem Site (100% Guia),,4.8,187,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+555499947868,https://www.google.com.br/maps/place/29%C2%B015,@famliamanfro,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/familia-manfro-3161
77,Família Sartor - Alimentos Direto do Produtor,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,"Localizado  na Estrada Municipal Água Azul, 550  - Distrito de Santa Lúcia do Pi",🔴 Sem Site (100% Guia),,4.8,294,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir///@-29.2251805,-51.0200937,259m/data=!3m1!1e3!4m2!4m1!3e0",@famliasartoralimento,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/familia-sartor-alimentos-direto-do-produtor-2745
78,Frutas Dallegrave,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.7,113,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554984064629,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+RS/@-29.2921707,-51.2338211,410m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ea58f3fc9b4ed:0x91646c2011e7f378!2m2!1d-51.2332099!2d-29.291243!3e0",@frutasdallegrave,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/frutas-dallegrave-3092
79,Frutas Potter,Turismo Rural & Direto Produtor,Rural / Interior,Vila Cristina,"Endereço: Estrada Municipal do Vinho, Vila Cristina",🔴 Sem Site (100% Guia),,4.6,117,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//-29.310682,-51.183402/@-29.3106808,-51.1839505,196m/data=!3m1!1e3",@frutaspotter,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/frutas-potter-2826
80,Galpão da Ivete,Turismo Rural & Direto Produtor,Rural / Interior,Ana Rech,"Travessão Gavioli, 583, São  Valentin de Ana Rech",🔴 Sem Site (100% Guia),,4.7,433,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999996073,"https://www.google.com.br/maps/dir//-29.056765,-51.118232/@-29.0567603,-51.1208069,17z",@galpodaivete,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/galpao-da-ivete-3133
81,Granja Gipan,Turismo Rural & Direto Produtor,Rural / Interior,Galópolis,"Rua Travessão Solferino, 5ª Légua - Galópolis, Caxias do Sul - Área Rural",🔴 Sem Site (100% Guia),,4.9,35,💤 Baixo (<50),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996220663,"https://www.google.com/maps/dir//-29.2220833,-51.1437778/@-29.2224051,-51.1440169,214m/data=!3m1!1e3!4m2!4m1!3e0?hl=pt-BR",@granjagipan,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/granja-gipan-1775
82,Hidrofert Produtos Hidropônicos e Mini Processados,Turismo Rural & Direto Produtor,Rural / Interior,3ª Légua,"Estrada Pedro Fim 510, 3ª Légua, Caxias do Sul.",⚠️ Site Fora do Ar (404/SSL),https://hidrofert.com.br/,4.7,285,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554991646239,"https://www.google.com.br/maps/dir//-29.2517635,-51.2023168/@-29.2516095,-51.2027729,196m/data=!3m1!1e3!4m2!4m1!3e0",@hidrofertprodutoshid,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/hidrofert-produtos-hidroponicos-e-mini-processados-3068
83,La Casa Nostra Produtos Coloniais,Turismo Rural & Direto Produtor,Rural / Interior,Galópolis,"Rua José Bolfe, 2333, Localidade da Terceira Légua, Galópolis",🔴 Sem Site (100% Guia),,4.4,220,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554992097044,"https://www.google.com/maps/dir//-29.2336656,-51.1817398/@-29.2341274,-51.1813628,149m/data=!3m1!1e3!4m2!4m1!3e0",@lacasanostraprodutos,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/la-casa-nostra-produtos-coloniais-2957
84,Mais Sabor - Massas e Biscoitos Artesanais,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.8,460,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999065086,"https://www.google.com.br/maps/dir//Massas+Mais+Sabor+-+S%C3%A3o+Valentim+da+sexta+l%C3%A9gua+-+Cruzeiro,+Caxias+do+Sul+-+RS,+95000-001/@-29.1893831,-51.1095548,150m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ebbbc43190623:0x6018d050b3354b78!2m2!1d-51.109712!2d-29.1891219",@maissabormassasebisc,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/mais-sabor-massas-e-biscoitos-artesanais-3119
85,Mel de Santa Lúcia do Piaí.,Turismo Rural & Direto Produtor,Rural / Interior,Santa Lúcia do Piaí,Mel de Santa Lúcia do Piaí. - Serviço - Guia de Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,157,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,https://www.google.com/maps/search/?api=1&query=Mel+de+Santa+Lúcia+do+Piaí.+Caxias+do+Sul,@meldesantalciadopia,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/mel-de-santa-lucia-do-piai-2858
86,Mirtilo  Canto do Sabiá,Turismo Rural & Direto Produtor,Rural / Interior,Forqueta,Forqueta,🔴 Sem Site (100% Guia),,4.4,325,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999432349,https://www.google.com/maps/search/?api=1&query=Mirtilo++Canto+do+Sabiá+Caxias+do+Sul,@mirtilocantodosabi,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/mirtilo-canto-do-sabia-2989
87,Morangos Ascari,Turismo Rural & Direto Produtor,Rural / Interior,Criúva,Endereço: Estrada Munícipal Jacob Quissini - Marmeleiro - Criúva,🔴 Sem Site (100% Guia),,4.9,78,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-28.9368809,-50.9994135,538m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951e9560e4fda1b1:0x393a9bca1f444cc6!2m2!1d-51.1814699!2d-29.1638486",@morangosascari,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/morangos-ascari-2844
88,Morangos e Mirtilos Gilmar e Beatriz Viganó,Turismo Rural & Direto Produtor,Rural / Interior,Vila Oliva,"Gilmar Viganó foi o pioneiro no cultivo de mirtilos em Vila Oliva, em 2005. Come",🔴 Sem Site (100% Guia),,4.8,452,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-29.249658,-50.9417218,584m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ec93b97761471:0x99d42954d04522f2!2m2!1d-50.9434185!2d-29.2497343!3e0",@morangosemirtilosgil,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/morangos-e-mirtilos-gilmar-e-beatriz-vigano-2808
89,Morangos Guerra,Turismo Rural & Direto Produtor,Rural / Interior,Forqueta,Morangos Guerra vende frutas selecionadas e recebe visitantes em Forqueta       ,🔴 Sem Site (100% Guia),,4.4,424,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554991067676,"https://www.google.com.br/maps/dir//Forqueta,+Caxias+do+Sul+-+RS/@-29.224332,-51.2887292,288m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ea2331d128753:0x75ee121c18fb3df3!2m2!1d-51.2710362!2d-29.2094643!3e0",@morangosguerra,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/morangos-guerra-2987
